amfi_code,date,nav,daily_return
100016,2022-03-22,521.6911,-0.0196105662113362
100016,2022-03-23,520.3011,-0.0026644119479898
100016,2022-03-24,533.1283,0.0246534170310228
100016,2022-03-25,532.3194,-0.0015172707957915
100016,2022-03-28,537.8012,0.0102979526953179
100016,2022-03-29,544.965,0.0133205355436172
100016,2022-03-30,546.3002,0.002450065600543
100016,2022-03-31,542.5392,-0.0068844931779266
100016,2022-04-01,531.285,-0.0207435702341878
100016,2022-04-04,534.7762,0.0065712376596367
100016,2022-04-05,531.2213,-0.0066474536450948
100016,2022-04-06,532.3217,0.0020714530836769
100016,2022-04-07,526.7582,-0.0104513868211646
100016,2022-04-08,525.7986,-0.0018217087080941
100016,2022-04-11,526.2264,0.000813619511349
100016,2022-04-12,527.7466,0.0028888706457903
100016,2022-04-13,522.8529,-0.0092728214639373
100016,2022-04-14,528.6739,0.0111331504520679
100016,2022-04-15,526.1696,-0.0047369465373646
100016,2022-04-18,518.7241,-0.0141503804096624
100016,2022-04-19,518.493,-0.0004455162195085
100016,2022-04-20,518.9178,0.0008192974639966
100016,2022-04-21,519.9214,0.0019340250035746
100016,2022-04-22,526.4763,0.0126074825925612
100016,2022-04-25,525.6507,-0.0015681617577087
100016,2022-04-26,525.3674,-0.0005389510562814
100016,2022-04-27,520.5493,-0.0091709154393667
100016,2022-04-28,524.6005,0.007782548165947
100016,2022-04-29,525.7251,0.0021437265118886
100016,2022-05-02,524.0515,-0.0031834127759925
100016,2022-05-03,515.5881,-0.0161499394620566
100016,2022-05-04,522.4674,0.0133426275742205
100016,2022-05-05,517.1078,-0.0102582476916263
100016,2022-05-06,514.6837,-0.0046878039743356
100016,2022-05-09,516.5793,0.0036830387284461
100016,2022-05-10,511.4204,-0.0099866564533267
100016,2022-05-11,504.9889,-0.0125757595903487
100016,2022-05-12,495.8735,-0.0180506937875268
100016,2022-05-13,499.2941,0.0068981302691111
100016,2022-05-16,497.1556,-0.0042830468054799
100016,2022-05-17,510.4206,0.0266817873518874
100016,2022-05-18,506.2251,-0.0082196917600896
100016,2022-05-19,502.3871,-0.0075816074706687
100016,2022-05-20,500.1462,-0.0044605046586585
100016,2022-05-23,501.4785,0.0026638210987106
100016,2022-05-24,499.6609,-0.0036244824055268
100016,2022-05-25,502.6257,0.0059336241839214
100016,2022-05-26,498.5637,-0.0080815604932259
100016,2022-05-27,492.78,-0.0116007242404531
100016,2022-05-30,485.277,-0.0152258614391818
100016,2022-05-31,476.0989,-0.0189131156020169
100016,2022-06-01,474.1732,-0.0040447478454581
100016,2022-06-02,473.1602,-0.0021363501775301
100016,2022-06-03,470.7754,-0.0050401534194972
100016,2022-06-06,476.2119,0.0115479695837972
100016,2022-06-07,481.6458,0.0114106766336581
100016,2022-06-08,480.4735,-0.0024339462733817
100016,2022-06-09,473.1759,-0.0151883506582568
100016,2022-06-10,471.0598,-0.0044721212555415
100016,2022-06-13,468.8163,-0.0047626649525176
100016,2022-06-14,466.3477,-0.0052656018999339
100016,2022-06-15,463.7261,-0.0056215566196637
100016,2022-06-16,461.2993,-0.0052332616171484
100016,2022-06-17,459.9666,-0.0028890137054186
100016,2022-06-20,457.6317,-0.0050762381442478
100016,2022-06-21,458.7099,0.0023560430800575
100016,2022-06-22,460.4075,0.0037008139567078
100016,2022-06-23,456.9604,-0.0074870630908489
100016,2022-06-24,462.3501,0.0117946763001783
100016,2022-06-27,458.6076,-0.0080945153899609
100016,2022-06-28,452.344,-0.013657863498119
100016,2022-06-29,454.0998,0.0038815591673593
100016,2022-06-30,451.0707,-0.0066705600839287
100016,2022-07-01,452.584,0.0033549064481466
100016,2022-07-04,443.3196,-0.0204700121966309
100016,2022-07-05,449.0289,0.0128785192443556
100016,2022-07-06,451.9322,0.0064657308248978
100016,2022-07-07,446.2213,-0.0126366300077755
100016,2022-07-08,440.6669,-0.0124476352876924
100016,2022-07-11,447.4448,0.0153810054714795
100016,2022-07-12,444.7739,-0.0059692279360492
100016,2022-07-13,441.7416,-0.0068176212677947
100016,2022-07-14,433.2246,-0.0192805024475847
100016,2022-07-15,432.1093,-0.0025744152109552
100016,2022-07-18,431.4649,-0.0014912893566512
100016,2022-07-19,434.4201,0.0068492245835061
100016,2022-07-20,429.3142,-0.0117533696069771
100016,2022-07-21,423.8151,-0.012809033570285
100016,2022-07-22,425.7236,0.0045031429979724
100016,2022-07-25,429.7419,0.0094387532192248
100016,2022-07-26,424.047,-0.0132519077148398
100016,2022-07-27,428.3319,0.0101047761215147
100016,2022-07-28,428.6948,0.0008472401892083
100016,2022-07-29,433.0659,0.01019629815897
100016,2022-08-01,433.0211,-0.000103448458999
100016,2022-08-02,423.7137,-0.0214941027123157
100016,2022-08-03,423.3646,-0.0008239053870573
100016,2022-08-04,427.5619,0.0099141496478447
100016,2022-08-05,424.424,-0.0073390542983367
100016,2022-08-08,423.1925,-0.0029015795525229
100016,2022-08-09,422.7537,-0.0010368803794963
100016,2022-08-10,412.293,-0.0247441950241948
100016,2022-08-11,418.6311,0.015372805262277
100016,2022-08-12,415.5307,-0.0074060431726166
100016,2022-08-15,417.6036,0.0049885604120223
100016,2022-08-16,417.4997,-0.00024880053716
100016,2022-08-17,422.3739,0.0116747389279561
100016,2022-08-18,424.1079,0.0041053673060764
100016,2022-08-19,423.4485,-0.0015547930137588
100016,2022-08-22,420.3416,-0.0073371378101468
100016,2022-08-23,423.5281,0.007580739094108
100016,2022-08-24,416.803,-0.0158787575133739
100016,2022-08-25,419.4003,0.0062314810593973
100016,2022-08-26,415.5691,-0.0091349481628888
100016,2022-08-29,420.401,0.0116271878732081
100016,2022-08-30,421.2166,0.0019400524737096
100016,2022-08-31,423.8348,0.0062158044103672
100016,2022-09-01,424.3603,0.0012398698738282
100016,2022-09-02,418.068,-0.0148277301151875
100016,2022-09-05,415.1206,-0.0070500492742806
100016,2022-09-06,417.805,0.0064665545386086
100016,2022-09-07,418.6355,0.0019877694139609
100016,2022-09-08,423.2368,0.0109911844552124
100016,2022-09-09,424.9639,0.0040806943063551
100016,2022-09-12,421.5737,-0.0079776188047974
100016,2022-09-13,418.8403,-0.0064838010530542
100016,2022-09-14,419.437,0.001424648010232
100016,2022-09-15,411.1759,-0.0196956873141854
100016,2022-09-16,417.5046,0.0153917094849187
100016,2022-09-19,419.3505,0.0044212686518902
100016,2022-09-20,424.1319,0.0114019179659974
100016,2022-09-21,418.4765,-0.013334059522521
100016,2022-09-22,423.3133,0.0115581161666187
100016,2022-09-23,431.9494,0.0204012016631653
100016,2022-09-26,427.1671,-0.0110714356820498
100016,2022-09-27,430.305,0.0073458372613433
100016,2022-09-28,430.5313,0.0005259060433877
100016,2022-09-29,424.9261,-0.0130192624787093
100016,2022-09-30,426.9974,0.0048744946474221
100016,2022-10-03,430.3701,0.0078986429425564
100016,2022-10-04,428.3154,-0.0047742628960515
100016,2022-10-05,432.9656,0.0108569526101558
100016,2022-10-06,426.8679,-0.0140835669161706
100016,2022-10-07,421.495,-0.0125867979297576
100016,2022-10-10,422.2208,0.0017219658596188
100016,2022-10-11,422.5333,0.0007401340720305
100016,2022-10-12,420.0881,-0.0057869995098611
100016,2022-10-13,423.3166,0.0076852926802735
100016,2022-10-14,425.5227,0.0052114658390434
100016,2022-10-17,428.9765,0.0081166057650978
100016,2022-10-18,428.7321,-0.0005697281785831
100016,2022-10-19,431.2389,0.0058470079567169
100016,2022-10-20,429.769,-0.0034085515012676
100016,2022-10-21,437.8501,0.0188033571523307
100016,2022-10-24,434.9481,-0.0066278390709514
100016,2022-10-25,443.3278,0.0192659767912539
100016,2022-10-26,443.6931,0.000823995246858
100016,2022-10-27,438.5694,-0.0115478469239211
100016,2022-10-28,444.122,0.012660710026737
100016,2022-10-31,444.8448,0.0016274807372749
100016,2022-11-01,448.4277,0.0080542697138417
100016,2022-11-02,453.5279,0.0113735168456363
100016,2022-11-03,455.1164,0.0035025408580156
100016,2022-11-04,452.9791,-0.0046961612457823
100016,2022-11-07,457.1295,0.0091624536319667
100016,2022-11-08,457.3685,0.000522827776374
100016,2022-11-09,460.3808,0.0065861553648753
100016,2022-11-10,451.9519,-0.0183085393656728
100016,2022-11-11,453.9711,0.0044677320750281
100016,2022-11-14,451.6546,-0.0051027477299765
100016,2022-11-15,458.5248,0.0152111812876476
100016,2022-11-16,461.2893,0.006029117727111
100016,2022-11-17,462.5046,0.0026345722738418
100016,2022-11-18,464.7322,0.0048163845289321
100016,2022-11-21,460.8957,-0.0082552919724521
100016,2022-11-22,467.7825,0.0149422092677369
100016,2022-11-23,476.316,0.0182424524217985
100016,2022-11-24,478.216,0.0039889485131721
100016,2022-11-25,485.221,0.0146481924486006
100016,2022-11-28,483.0407,-0.0044934164020106
100016,2022-11-29,479.9044,-0.0064928276230139
100016,2022-11-30,480.3253,0.0008770496790611
100016,2022-12-01,482.4201,0.004361211037603
100016,2022-12-02,480.9949,-0.0029542715985507
100016,2022-12-05,483.5309,0.00527240517519
100016,2022-12-06,485.0894,0.003223165262034
100016,2022-12-07,481.0854,-0.0082541486167292
100016,2022-12-08,483.5409,0.005104083391431
100016,2022-12-09,487.4889,0.0081647695158775
100016,2022-12-12,488.4785,0.0020299949393718
100016,2022-12-13,493.7241,0.0107386507287423
100016,2022-12-14,488.7036,-0.0101686346686338
100016,2022-12-15,490.9778,0.004653536417575
100016,2022-12-16,486.1873,-0.0097570602988567
100016,2022-12-19,481.6822,-0.0092661819837744
100016,2022-12-20,479.2566,-0.0050356853543686
100016,2022-12-21,475.5366,-0.0077620214306907
100016,2022-12-22,473.4881,-0.0043077651646582
100016,2022-12-23,472.8386,-0.0013717345800242
100016,2022-12-26,476.5883,0.0079301901325314
100016,2022-12-27,475.4855,-0.0023139468593752
100016,2022-12-28,469.1246,-0.0133776950085754
100016,2022-12-29,474.1097,0.010626387957485
100016,2022-12-30,470.8654,-0.0068429310769215
100016,2023-01-02,470.8644,-2.123749164861799e-06
100016,2023-01-03,472.9663,0.0044639178498098
100016,2023-01-04,474.0441,0.0022788092936008
100016,2023-01-05,478.8877,0.0102176147746591
100016,2023-01-06,481.1631,0.0047514271091113
100016,2023-01-09,477.7684,-0.0070551960447506
100016,2023-01-10,487.2879,0.0199249259683143
100016,2023-01-11,488.3757,0.0022323558619041
100016,2023-01-12,487.9931,-0.0007834132615525
100016,2023-01-13,492.4132,0.0090577100372934
100016,2023-01-16,493.7523,0.0027194640598586
100016,2023-01-17,495.7495,0.0040449431830495
100016,2023-01-18,507.0277,0.0227497960159313
100016,2023-01-19,506.06,-0.0019085742258262
100016,2023-01-20,504.9042,-0.0022839189028969
100016,2023-01-23,505.6844,0.0015452436323564
100016,2023-01-24,510.7491,0.0100155353813564
100016,2023-01-25,504.268,-0.0126894007253268
100016,2023-01-26,495.8578,-0.0166780362822942
100016,2023-01-27,493.5515,-0.004651131836587
100016,2023-01-30,486.7415,-0.0137979521893865
100016,2023-01-31,485.1715,-0.0032255314165732
100016,2023-02-01,487.5779,0.0049598956245369
100016,2023-02-02,484.0122,-0.0073130878163263
100016,2023-02-03,478.2065,-0.0119949455819502
100016,2023-02-06,478.7459,0.001127964592702
100016,2023-02-07,482.6505,0.0081558923011142
100016,2023-02-08,475.7347,-0.01432879485259
100016,2023-02-09,479.4358,0.0077797562380881
100016,2023-02-10,483.1532,0.0077536971582015
100016,2023-02-13,487.4872,0.0089702396672524
100016,2023-02-14,493.0082,0.0113254255701482
100016,2023-02-15,502.9354,0.0201359733976027
100016,2023-02-16,501.6171,-0.0026212113921589
100016,2023-02-17,502.3612,0.0014834023800225
100016,2023-02-20,500.7778,-0.0031519153947398
100016,2023-02-21,501.045,0.0005335699785413
100016,2023-02-22,508.1265,0.0141334610663712
100016,2023-02-23,502.3938,-0.0112820331157694
100016,2023-02-24,498.8505,-0.0070528338526469
100016,2023-02-27,505.2068,0.0127418936134171
100016,2023-02-28,510.0352,0.009557274367645
100016,2023-03-01,508.6667,-0.0026831481435006
100016,2023-03-02,512.7785,0.0080834857088147
100016,2023-03-03,514.5893,0.0035313493057917
100016,2023-03-06,521.7123,0.0138421067052891
100016,2023-03-07,522.3246,0.001173635354198
100016,2023-03-08,527.3425,0.0096068613272282
100016,2023-03-09,540.0526,0.0241021726866315
100016,2023-03-10,543.1889,0.0058073972794501
100016,2023-03-13,543.7057,0.0009514185580743
100016,2023-03-14,547.4632,0.0069109078679883
100016,2023-03-15,545.984,-0.0027019167681041
100016,2023-03-16,557.892,0.0218101629351776
100016,2023-03-17,559.067,0.002106142407491
100016,2023-03-20,558.0108,-0.0018892190023735
100016,2023-03-21,554.1991,-0.0068308713738156
100016,2023-03-22,559.8766,0.0102445132083397
100016,2023-03-23,564.466,0.0081971634463735
100016,2023-03-24,562.2856,-0.003862765870752
100016,2023-03-27,565.443,0.0056152958567672
100016,2023-03-28,558.258,-0.0127068510884384
100016,2023-03-29,559.4579,0.0021493646306904
100016,2023-03-30,561.9861,0.0045190174274059
100016,2023-03-31,570.8065,0.0156950501088906
100016,2023-04-03,567.2319,-0.0062623673696778
100016,2023-04-04,561.1622,-0.0107005617984461
100016,2023-04-05,557.0355,-0.0073538452875122
100016,2023-04-06,550.7921,-0.0112082623100322
100016,2023-04-07,557.6109,0.0123799887471152
100016,2023-04-10,565.5706,0.0142746492222443
100016,2023-04-11,567.4627,0.0033454709279443
100016,2023-04-12,573.9037,0.0113505257702399
100016,2023-04-13,574.8786,0.0016987170495676
100016,2023-04-14,574.693,-0.0003228507723196
100016,2023-04-17,573.3032,-0.0024183346586786
100016,2023-04-18,572.031,-0.002219070118569
100016,2023-04-19,564.5669,-0.0130484187045805
100016,2023-04-20,566.1761,0.0028503265069206
100016,2023-04-21,566.2668,0.0001601975074538
100016,2023-04-24,570.2955,0.0071144909078193
100016,2023-04-25,571.0606,0.0013415851957452
100016,2023-04-26,570.536,-0.0009186415592321
100016,2023-04-27,566.4614,-0.0071417053437468
100016,2023-04-28,567.1145,0.0011529470498783
100016,2023-05-01,571.1134,0.0070513097443283
100016,2023-05-02,565.6753,-0.0095219268187367
100016,2023-05-03,566.404,0.001288194835447
100016,2023-05-04,567.8622,0.0025744874683089
100016,2023-05-05,564.5686,-0.0057999986616472
100016,2023-05-08,561.939,-0.0046577156434133
100016,2023-05-09,563.3736,0.002552946138282
100016,2023-05-10,558.0581,-0.0094351244005754
100016,2023-05-11,560.0718,0.0036084056480858
100016,2023-05-12,555.9534,-0.0073533429106769
100016,2023-05-15,561.4787,0.0099384228965953
100016,2023-05-16,573.4711,0.0213586018490103
100016,2023-05-17,569.4279,-0.0070503988779904
100016,2023-05-18,572.4122,0.0052408742177894
100016,2023-05-19,569.0487,-0.005876010329619
100016,2023-05-22,574.5931,0.0097432785629771
100016,2023-05-23,568.5103,-0.0105862740085114
100016,2023-05-24,571.2196,0.0047656128657651
100016,2023-05-25,567.1312,-0.0071573174309844
100016,2023-05-26,566.3889,-0.0013088682125053
100016,2023-05-29,561.5519,-0.0085400684935739
100016,2023-05-30,565.9312,0.0077985667932027
100016,2023-05-31,562.059,-0.0068421744551281
100016,2023-06-01,565.0931,0.0053981877347397
100016,2023-06-02,563.6716,-0.0025155147001442
100016,2023-06-05,563.3934,-0.0004935497903388
100016,2023-06-06,564.4191,0.0018205751079085
100016,2023-06-07,560.929,-0.006183525681537
100016,2023-06-08,562.2606,0.0023739189808336
100016,2023-06-09,570.1945,0.0141107166321097
100016,2023-06-12,566.5874,-0.0063260869755845
100016,2023-06-13,572.7685,0.0109093495548966
100016,2023-06-14,580.6856,0.0138225129349816
100016,2023-06-15,576.8184,-0.0066597139656985
100016,2023-06-16,569.7576,-0.0122409409963343
100016,2023-06-19,571.5717,0.0031839856107227
100016,2023-06-20,569.1125,-0.0043025223257204
100016,2023-06-21,578.8674,0.0171405477827319
100016,2023-06-22,579.3439,0.0008231591552745
100016,2023-06-23,575.5565,-0.0065373951464751
100016,2023-06-26,570.057,-0.0095551001508974
100016,2023-06-27,575.8598,0.0101793329438983
100016,2023-06-28,573.262,-0.0045111674751389
100016,2023-06-29,573.7795,0.000902728595302
100016,2023-06-30,578.9351,0.0089853332159828
100016,2023-07-03,576.7654,-0.003747743054446
100016,2023-07-04,576.8293,0.0001107902797219
100016,2023-07-05,577.0426,0.0003697801065236
100016,2023-07-06,580.8301,0.0065636401887834
100016,2023-07-07,584.1654,0.0057422988237008
100016,2023-07-10,583.3333,-0.0014244253425484
100016,2023-07-11,583.962,0.0010777714901584
100016,2023-07-12,582.3508,-0.0027590836390037
100016,2023-07-13,575.1079,-0.012437348759545
100016,2023-07-14,576.7133,0.0027914761734277
100016,2023-07-17,586.7206,0.0173522961929264
100016,2023-07-18,582.4661,-0.0072513220091471
100016,2023-07-19,578.8072,-0.00628173897159
100016,2023-07-20,574.6758,-0.0071377826675272
100016,2023-07-21,578.6584,0.0069301682792282
100016,2023-07-24,581.2514,0.0044810547984786
100016,2023-07-25,580.7388,-0.0008818903489953
100016,2023-07-26,576.3533,-0.0075515877361732
100016,2023-07-27,577.1207,0.0013314749824457
100016,2023-07-28,569.5056,-0.0131949867679327
100016,2023-07-31,570.5207,0.0017824232105883
100016,2023-08-01,575.2193,0.0082356345703142
100016,2023-08-02,569.2005,-0.0104634875776942
100016,2023-08-03,561.849,-0.0129154840868902
100016,2023-08-04,570.0239,0.0145499947494789
100016,2023-08-07,567.2493,-0.0048675152041871
100016,2023-08-08,573.2563,0.0105897001547645
100016,2023-08-09,572.7737,-0.0008418572983848
100016,2023-08-10,572.2513,-0.0009120530499217
100016,2023-08-11,574.7646,0.0043919515779169
100016,2023-08-14,570.5953,-0.0072539262160543
100016,2023-08-15,571.5572,0.0016857832512815
100016,2023-08-16,569.9315,-0.0028443347402498
100016,2023-08-17,563.6234,-0.0110681722277152
100016,2023-08-18,565.5951,0.0034982578792861
100016,2023-08-21,564.5744,-0.0018046478832649
100016,2023-08-22,564.0841,-0.0008684417855289
100016,2023-08-23,558.3838,-0.010105408041106
100016,2023-08-24,566.5681,0.0146571229322913
100016,2023-08-25,571.2603,0.0082817934860788
100016,2023-08-28,576.4358,0.0090597928825089
100016,2023-08-29,575.1817,-0.0021756108832935
100016,2023-08-30,566.7691,-0.0146259868837969
100016,2023-08-31,576.9127,0.0178972353997421
100016,2023-09-01,576.8994,-2.3053747993384555e-05
100016,2023-09-04,573.398,-0.0060693424191462
100016,2023-09-05,575.8066,0.0042005727260994
100016,2023-09-06,582.0642,0.0108675378156486
100016,2023-09-07,582.2461,0.0003125084827411
100016,2023-09-08,589.1525,0.0118616509410711
100016,2023-09-11,595.1135,0.0101179236275836
100016,2023-09-12,589.7951,-0.0089367826473437
100016,2023-09-13,586.6033,-0.005411709931127
100016,2023-09-14,591.8832,0.0090008017343237
100016,2023-09-15,578.1898,-0.0231353077769397
100016,2023-09-18,577.7262,-0.0008018128303197
100016,2023-09-19,570.7762,-0.0120299200555555
100016,2023-09-20,568.6757,-0.0036800763591754
100016,2023-09-21,567.4716,-0.0021173755094512
100016,2023-09-22,565.9735,-0.0026399559026389
100016,2023-09-25,563.5143,-0.0043450797608013
100016,2023-09-26,558.376,-0.0091183134128096
100016,2023-09-27,570.0712,0.0209450262905281
100016,2023-09-28,579.8367,0.0171303163534659
100016,2023-09-29,574.2208,-0.009685313123505
100016,2023-10-02,582.5895,0.0145740105548248
100016,2023-10-03,580.8402,-0.0030026287806423
100016,2023-10-04,581.8024,0.0016565657817761
100016,2023-10-05,581.7779,-4.211051724778425e-05
100016,2023-10-06,578.7012,-0.0052884442671337
100016,2023-10-09,584.0455,0.0092349903542621
100016,2023-10-10,584.996,0.0016274416976074
100016,2023-10-11,582.8431,-0.0036801961039049
100016,2023-10-12,576.473,-0.0109293564597403
100016,2023-10-13,572.2429,-0.0073378978720599
100016,2023-10-16,564.3101,-0.013862644691616
100016,2023-10-17,564.6621,0.0006237705119933
100016,2023-10-18,559.0226,-0.0099873889180803
100016,2023-10-19,558.0026,-0.0018246131730631
100016,2023-10-20,565.0774,0.0126787939697772
100016,2023-10-23,571.3805,0.0111544011492938
100016,2023-10-24,571.5127,0.0002313694639561
100016,2023-10-25,571.3686,-0.0002521378790006
100016,2023-10-26,581.22,0.0172417595226619
100016,2023-10-27,584.1967,0.0051214686349401
100016,2023-10-30,582.8108,-0.0023723174061065
100016,2023-10-31,575.8241,-0.0119879384527533
100016,2023-11-01,578.126,0.0039975749538789
100016,2023-11-02,582.6704,0.0078605701871219
100016,2023-11-03,579.7325,-0.0050421301648411
100016,2023-11-06,581.5232,0.0030888383866698
100016,2023-11-07,579.9607,-0.0026869091379329
100016,2023-11-08,579.3189,-0.0011066267076372
100016,2023-11-09,567.0393,-0.0211966155428382
100016,2023-11-10,566.2233,-0.0014390536952201
100016,2023-11-13,571.3794,0.0091061247391268
100016,2023-11-14,568.4997,-0.0050399086841423
100016,2023-11-15,569.0566,0.0009795959434983
100016,2023-11-16,565.5671,-0.0061320789531305
100016,2023-11-17,567.6605,0.0037014175683132
100016,2023-11-20,566.87,-0.0013925576995403
100016,2023-11-21,562.4839,-0.0077374001093726
100016,2023-11-22,569.4269,0.0123434644084925
100016,2023-11-23,574.4072,0.0087461621500493
100016,2023-11-24,571.6459,-0.0048072169011809
100016,2023-11-27,574.4572,0.0049179045979337
100016,2023-11-28,577.4842,0.0052693220661175
100016,2023-11-29,581.0643,0.0061994769727033
100016,2023-11-30,572.7421,-0.0143223391972281
100016,2023-12-01,578.1473,0.0094374064696831
100016,2023-12-04,575.5467,-0.0044981616276682
100016,2023-12-05,574.0293,-0.0026364498310909
100016,2023-12-06,587.8432,0.0240647994797478
100016,2023-12-07,589.7144,0.0031831617683082
100016,2023-12-08,588.0119,-0.0028869907195754
100016,2023-12-11,576.9838,-0.0187548925455419
100016,2023-12-12,584.4006,0.0128544336946723
100016,2023-12-13,577.8064,-0.0112836982029108
100016,2023-12-14,573.0112,-0.0082989734970052
100016,2023-12-15,571.634,-0.0024034434230953
100016,2023-12-18,579.1181,0.0130924682576614
100016,2023-12-19,583.3816,0.0073620562023533
100016,2023-12-20,582.8708,-0.0008755846944779
100016,2023-12-21,584.7593,0.0032399976118206
100016,2023-12-22,581.9713,-0.0047677736805553
100016,2023-12-25,582.9892,0.0017490553228312
100016,2023-12-26,583.6674,0.0011633148607212
100016,2023-12-27,588.9793,0.0091009023289632
100016,2023-12-28,594.3311,0.0090865672189159
100016,2023-12-29,597.2339,0.0048841462275825
100016,2024-01-01,595.6357,-0.0026760034887501
100016,2024-01-02,599.8546,0.0070830207121566
100016,2024-01-03,599.6775,-0.0002952382127269
100016,2024-01-04,594.2894,-0.0089849961020715
100016,2024-01-05,592.485,-0.0030362311695277
100016,2024-01-08,593.2328,0.0012621416575946
100016,2024-01-09,598.3226,0.0085797683472659
100016,2024-01-10,597.6632,-0.0011020810512589
100016,2024-01-11,591.6287,-0.0100968237629487
100016,2024-01-12,592.2302,0.0010166849579811
100016,2024-01-15,593.129,0.0015176531017837
100016,2024-01-16,594.4085,0.0021572035762877
100016,2024-01-17,599.5594,0.0086655894052658
100016,2024-01-18,605.2836,0.009547344266473
100016,2024-01-19,602.4306,-0.0047134929808109
100016,2024-01-22,599.4751,-0.0049059592922404
100016,2024-01-23,594.3074,-0.008620374724488
100016,2024-01-24,598.2899,0.0067010775904858
100016,2024-01-25,606.2963,0.0133821413331562
100016,2024-01-26,604.9258,-0.0022604459238824
100016,2024-01-29,603.9507,-0.0016119332321418
100016,2024-01-30,612.1297,0.013542496101089
100016,2024-01-31,615.1823,0.0049868516427158
100016,2024-02-01,617.8723,0.004372687575699
100016,2024-02-02,611.7323,-0.0099373284738609
100016,2024-02-05,615.7225,0.0065227878272897
100016,2024-02-06,611.0129,-0.0076489002756924
100016,2024-02-07,605.2447,-0.0094403898837487
100016,2024-02-08,603.7079,-0.0025391383022436
100016,2024-02-09,600.907,-0.0046394953585996
100016,2024-02-12,600.0432,-0.0014374936554243
100016,2024-02-13,592.7717,-0.0121182941494878
100016,2024-02-14,598.1139,0.0090122386072073
100016,2024-02-15,604.4037,0.0105160572258895
100016,2024-02-16,594.4189,-0.0165200841755269
100016,2024-02-19,599.8798,0.0091869555291732
100016,2024-02-20,595.9144,-0.0066103242682951
100016,2024-02-21,600.7451,0.0081063656122422
100016,2024-02-22,600.6923,-8.78908542074619e-05
100016,2024-02-23,601.1548,0.0007699449451907
100016,2024-02-26,600.484,-0.0011158523561651
100016,2024-02-27,607.2508,0.011268909746138
100016,2024-02-28,600.9583,-0.0103622753564096
100016,2024-02-29,604.5003,0.0058939197611549
100016,2024-03-01,610.7152,0.0102810536239601
100016,2024-03-04,614.9028,0.0068568786236202
100016,2024-03-05,627.9635,0.0212402675674918
100016,2024-03-06,625.3634,-0.0041405272758687
100016,2024-03-07,630.9909,0.0089987677564757
100016,2024-03-08,630.7261,-0.0004196573991797
100016,2024-03-11,637.9534,0.0114586981575679
100016,2024-03-12,638.2393,0.0004481518556056
100016,2024-03-13,636.388,-0.0029006361720438
100016,2024-03-14,644.0928,0.0121070793289628
100016,2024-03-15,641.6375,-0.0038120283288369
